PK_CAD,RAZAO_SOCIAL,FANTASIA
2128,000,"GUILHERME IRIGOYEN DE AVILA","VIDRO SUL"
2133,000,"PROCESSO TRABALHISTA","PROCESSO TRABALHISTA"
2134,000,"IMOV DISTIBUIÇÃO COMERCIO E SERVIÇO EIRELI EPP","IMOV"
2135,000,"ALVES LOPES COMÉRCIO EIRELI-EPP","MÉDICY"
2136,000,"SOLUÇÃO - EQUIPAMENTOS PARA REDE ELÉTRICA","SE SOLUÇÕES"
2138,000,"SIAT - SOCIEDADE INDUSTRIAL DE APLICAÇÕES TECNICAS LTDA","SIAT"
2137,000,"GRANT RICHES  LIMITED - PENZEL ASIA","PENZEL ASIA"
2141,000,"STARWILL COMERCIO, REPRESENTAÇÃO, IMPORTAÇÃO E EXPORTAÇÃO DE","STARWILL BUSINESS"
2142,000,"REFRIGERACAO PEZZOL","PEZZOL E FILHOS LTDA"
2130,000,"ALEXANDRE ROGERIO CAMPOS - ME","CAMPOS AUTOMAÇÃO"
2131,000,"SMM COSTA COMERCIA E ASSISTENCIA TECNICA DE MAQUINAS E EQUIP","SMM COSTA"
2121,000,"DOMINGUEZ INDUSTRIA METALURGICA LTDA","DOMINGUEZ"
2122,000,"MARI TERESINHA CARVALHO FORLI","MARI TERESINHA CARVALHO FORLI"
2132,000,"DIANA COMERCIO DE MATERIAIS PROMOCIONAIS LTDA","DWIN BRINDES"
2123,000,"AGROGUAIBA RAÇÕES LTDA.","CASA DO CAMPO"
2140,000,"SOLUVAN SOLUÇÕES E COMÉRCIO DE MATERIAIS ELÉTRICOS LTDA.","SOLUVAN SOLUÇÕES E COMÉRCIO DE MATERIAIS ELÉTRICOS LTDA."
2143,000,"CLIPTECH INDÚSTRIA E COMÉRCIO LTDA.","CLIPTECH INDÚSTRIA E COMÉRCIO LTDA."
2147,000,"TECNOAR COMÉRCIO DE MÁQUINAS LTDA","TECNOAR COMÉRCIO DE MÁQUINAS LTDA"
2144,000,"MFC INDUSTRIA E COMERCIO LTDA","SMD"
2285,000,"AGCO DO BRASIL SOLUÇÕES AGRÍCOLAS LTDA","AGCO RIBEIRÃO PRETO - MATRIZ"
2145,000,"TURCK DO BRASIL AUTOMAÇÃO LTDA",
2148,000,"HO VILELA","SUPRI SHOP"
2146,000,"GAMA HOTELARIA E EMPREENDIMENTOS LTDA","CLASS HOTEL"
2156,000,"FIGWAL TRANSPORTES","FIGWAL TRANSPORTES"
2155,000,"CETRO SOLUCOES EM EMBALAGENS EIRELI - ME","CETRO"
2149,000,"COBIX IND. E COM. DE METAIS LTDA","COBIX"
2150,000,"AQUAPLAS INDÚSTRIA E COMÉRCIO DE PLÁSTICOS LTDA.","AQUAPLAS"
2151,000,"STILLOLOG TRANSPORTES LTDA- SAO PAULO","STILLOLOG TRANSPORTES LTDA- SAO PAULO"
2152,000,"GABRIEL OLIVEIRA PIMENTEL",
2153,000,"VALE TECNOLOGIA EM TRANSFORMADORES","VALE TECNOLOGIA EM TRANSFORMADORES"
2157,000,"AMERICA LATINA DISTRIBUIDORA DE FERRAGENS LTDA ME","CENTERFORT"
2158,000,"LF SILVEIRA COMERCIO DE FERRAMENTAS LTDA","LF SILVEIRA"
2159,000,"JOINING COMERCIO ELETRO ELETRICOS LTDA","JNG"
2160,000,"SAND CONTABILIDADE","SAND CONTABILIDADE"
2161,000,"CRISTIANE GOMES DE OLIVEIRA","ENGENHARIA CASEIRA"
2162,000,"HYGIE SERVICE COMERCIAL LTDA","HYGIE"
2163,000,"TR SUL CHICOTES ELETRICOS LTDA - ME","TR SUL"
2164,000,"GURGELMIX MAQUINAS E FERRAMENTAS S.A.-CAJAMAR",
2172,000,"ROM TECNOLOGIA EIRELI","ROM TECNOLOGIA EIRELI"
2171,000,"NALC COMÉRCIO E INDÚSTRIA LTDA","NALC COMÉRCIO"
2165,000,"HS INDUSTRIA E COMERCIO DE ARTEFATOS DE PAPEL LTDA - HS PAPE",
2166,000,"BANRISUL","BANRISUL"
2167,000,"CIRILO CABOS IMPORTACAO E EXPORTACAO EIRELI",
2168,000,"TECNO DAHER SOLUCOES ELETRICAS LTDA ME","TECNO DAHER"
2170,000,"PASQUALE INDUSTRIA E COMERCIO LTDA","PASQUALE"
2174,000,"INFOAR COMERCIO E SERVICOS EM AR COND. E INF. - EIRELI","INFOAR"
2173,000,"NAATZ MATERIAIS DE CONSTRUÇÃO LTDA","FERRAGENS NAATZ"
2180,000,"RS AUTOMAÇÃO",
2175,000,"PONTO MODULOS LTDA",
2176,000,"3RTE MONTAGENS E INSTALAÇÕES ELÉTRICAS - EIRELI","3RTE MONTAGENS"
2182,000,"PROMONT SOLUÇÕES LTDA.","PROMONT"
2183,000,"PIER ASSESSORIA FINANCEIRA LTDA.","PIER ASSESSORIA FINANCEIRA LTDA."
2184,000,"PRODIHL-PRODUTOS PARA AUTOMAÇÃO INDUSTRIAL","PRODIHL"
2185,000,"SAMSSET COM.DE COMPS ELETRONICOS EIRELI","SAMSSET"
2177,000,"CIA. JAGUARI DE ENERGIA","CPFL SANTA CRUZ"
2178,000,"RONDON",
2187,000,"FS FLORENCIO","PAPELSUL"
2189,000,"CONTROLFLEX EQUIPAMENTOS LTDA","CONTROLFLEX"
2186,000,"RGE SUL DISTRIB.ENERG. S/A","RGE SUL"
2188,000,"ZINTEC ZINCAGENS TECNICAS LTDA","ZINTEC GALVANIZAÇÃO"
2190,000,"GUAIBA TELECOMUNICAÇÃO SISTEMAS E INFORMAÇÃO LTDA","GUAIBA TECNOLOGIA"
2193,000,"ANDERE E SOUZA FIBRAS PLASTICAS EIRELE EPP","CELERA"
2194,000,"INSTRAMED INDÚSTRIA MÉDICO HOSPITALAR LTDA","INSTRAMED"
2195,000,"LANCA - COMERCIO E LOCACAO DE EQUIPAMENTOS EIRELI","LANÇA EMPILHADEIRAS"
2215,000,"ESICC ELETRÔNICA INDUSTRIAL LTDA","ESSIC"
2198,000,"RM LOCAÇÕES DE EQUIPAMENTOS LTDA","RM LOCAÇÕES"
2206,000,"EMPRESTIMOS SÓCIOS","EMPRÉSTIMOS SÓCIOS"
2216,000,"LUZ E COR FOTOGRAFIAS LTDA","LUZ E COR"
2202,000,"STRIPTEK EQUIPAMENTOS PARA PROCESSAMENTO DE FIOS E CABOS LTD","STRIPTEK"
2203,000,"CLARK MATERIAL HANDLING BRASIL S.A.","CLARK"
2204,000,"SERVICOS DE EMPILHADEIRAS TOFFANELO LTDA","SERVICOS DE EMPILHADEIRAS TOFFANELO LTDA"
2205,000,"TECLUX SOLUCOES EM ILUMINACAO EIRELI","TECLUX SOLUCOES EM ILUMINACAO"
2207,000,"EMPRESTIMO CAIXA ECONOMICA FEDERAL","CAIXA ECONOMICA"
2209,000,"FRANCY JACQUES VASCONCELOS",
2210,000,"MID TRANSPORTES LTDA","MIDTRANS"
2211,000,"PEÇAS PRO CARRO LTDA","PEÇAS PRO CARRO"
2212,000,"TECLUX SOLUÇÕES EM ILUMINAÇÃO E TELEFONIA","TECLUX"
2213,000,"JOSÉ RICARDO DA SILVA","LETRONIC"
2220,000,"FERRAMENTAS FARRAPOS LTDA.","FERRAMENTAS FARRAPOS"
2217,000,"ESCRIPEL COMÉRCIO DE MATERIAIS DE ESCRITÓRIO LTDA","ESCRIPEL"
2218,000,"ARCANJO EXPRESS TRANSPORTES DE CARGAS LTDA - ME","GLOBO TERRESTRE ENCOMENDAS INTELIGENTES LTDA"
2221,000,"OXIMAX COMERCIO DE GASES E EQUIPAMENTOS LTDA","OXIMAX"
2219,000,"SEONA SERVICOS ADMINISTRATIVOS LTDA","SEONA - PIER"
2222,000,"A.J.C.","BRA PRODUTOS"
2223,000,"ALFA COMPONENTES ELETRONICOS LTDA","ALFA"
2224,000,"N. DIAS FILHO - YES SHOP INFORMATICA","YES SHOP"
2225,000,"FINIMP BANCO DO BRASIL","BANCO DO BRASIL"
2227,000,"UAI COMERCIO DIGITAL EIRELI - EPP","UAI"
2228,000,"DISTRIBUIÇÃO FACCINI","DISTRIBUIÇÃO FACCINI"
2229,000,"DICAS ENCOMENDAS","DICAS ENCOMENDAS"
2230,000,"EMPRESA DE MINERAL AQUALEVE LTDA","AQUALEVE"
2231,000,"DCTF - DOC DE ARREC RECEITAS FEDERAIS","DECLARAÇÃO DE DÉBITOS E CRÉDITOS TRIBUTÁRIOS FEDERAIS WEB"
2232,000,"CONSORCIO CAIXA ECONOMICA FEDERAL","CAIXA ECONOMICA"
2233,000,"BARILOG SERVIÇOS DE ENTREGAS EXPRESSAS LTDA.","BARILOG SERVIÇOS"
2234,000,"ANTONIO SÉRGIO MONTAGNOLI ME","CASA AUTO ELÉTRICA PEÇAS AUTOMOTIVAS"
2270,000,"ADECIL COMERCIAL LTDA","ADECIL COMERCIAL LTDA"
2235,000,"MB UTILIDADES EIRELI","MB UTILIDADES"
2240,000,"DANIEL DUARTE RABELO","BRINDE BRASIL"
2236,000,"MKTT EVENTOS EIRELI","MKTT EVENTOS EIRELI"
2239,000,"ROBOCORE TECNOLOGIA LTDA EPP","ROBOCORE"
2241,000,"BRASPRESS TRANSPORTES URGENTES LTDA",
2242,000,"E-L-F COMERCIAL EIRELI – ME","MC CABOS"
2244,000,"ENTRAN INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA","ENTRAN"
2245,000,"CPM OFFICE COMERCIO DIGITAL LTDA ME","CPM OFFICE COMERCIO DIGITAL"
2243,000,"AZUL LINHAS AEREAS BRASILEIRAS S.A.",
2246,000,"H VENUTO INDUSTRIA TEXTIL LTDA","H VENUTO INDUSTRIA TEXTIL LTDA"
2247,000,"COELPLA DO BRASIL IMPORTAÇÃO E EXPORTAÇÃO LTDA","COELPLA DO BRASIL IMPORTAÇÃO E EXPORTAÇÃO LTDA"
2248,000,"RAFAEL NUNES PLASTICOS - ME","RAFAEL ECO TUBOS"
2250,000,"CALIFA SKATE BAR LTDA","CALIFA SKATE BAR"
2251,000,"RUDI KUCK","RUDI KUCK"
2252,000,"COMERCIAL ELETRICA DW S/A","COMERCIAL ELETRICA DW"
2286,000,"ATRIO HOTEIS S.A.",
2253,000,"RAFAEL NUNES PLASTICOS","INDUPERFIS REVESTIMENTOS DE PVC"
2271,000,"COMPRAR O ITEM SIMILAR - ALTERAR - NÃO COMPRAR","COMPRAR O ITEM SIMILAR - ALTERAR - NÃO COMPRAR"
2287,000,"AGCO DO BRASIL SOLUÇÕES AGRÍCOLAS LTDA","AGCO MOGI DAS CRUZES"
2283,000,"DANIELA VALENTE DA SILVA","DANIELA ECO TUBOS"
2254,000,"GALAPOS CONSULTORIA E PARTICIPACOES LTDA","GUAPO CAPITAL"
2255,000,"NUCLEO REG DO INST EUVALDO LODI O ESTADO RS","IEL"
2273,000,"FOCO AGENCIA DE CARGAS LTDA","FOCO AGENCIA DE CARGAS LTDA"
2274,000,"AQUALUZ FRANCANA COM. DE MAT. ELET. E HIDRAUL. LTDA  ME","AQUALUZ"
2275,000,"CELABRA COMÉRCIO E INDUSTRIA ELETRO MECANICA","CELABRA"
2276,000,"ELTON TEIXEIRA DIAS",
2277,000,"WURTH ELECTRONICS MIDCOM INC.","WURTH ELECTRONICS MIDCOM INC."
2278,000,"FERVI TRASNPORTES LTDA","FERVI TRASNPORTES LTDA"
2288,000,"AGCO DO BRASIL SOLUÇÕES AGRÍCOLAS LTDA","AGCO JUNDIAÍ"
2279,000,"AC DINAMICA DESENTUPIDORA LTDA","AC DINAMICA DESENTUPIDORA LTDA"
2280,000,"PH COMÉRCIO DE FERRAMENTAS LTDA – ME","PH COMÉRCIO"
2281,000,"SNJ INDUSTRIA DE MATERIAIS ELETRICOS E ELETRONICOS LTDA","SNJ INDUSTRIA DE MATERIAIS ELETRICOS E ELETRONICOS LTDA"
2289,000,"AGCO DO BRASIL SOLUÇÕES AGRÍCOLAS LTDA","AGCO CAMPINAS"
2290,000,"AGCO DO BRASIL SOLUÇÕES AGRÍCOLAS LTDA","AGCO SANTA ROSA"
2291,000,"AGCO DO BRASIL SOLUÇÕES AGRÍCOLAS LTDA","AGCO ERNESTINA"
2292,000,"AGCO DO BRASIL SOLUÇÕES AGRÍCOLAS LTDA","AGCO IBIRUBÁ"
2293,000,"VIVEIRO ZIMMER LTDA","VIVEIRO ZIMMER LTDA"
2294,000,"BR CLEAN DISTRIBUIDORA DE DESCARTAVEIS LTDA","BR CLEAN"
2302,000,"MEGA FERRAMENTAS LTDA-ME","MEGA FERRAMENTAS"
2296,000,"INFODATAS COMERCIO DE PRODUTOS ELETROELETRONICOS E SERVIÇOS","INFODATAS"
2297,000,"FLAVIA IDANA MOREIRA DA SILVA ME","FLAVIA IDANA MOREIRA DA SILVA ME"
2298,000,"HUNION COMERCIAL LTDA - EPP","HUNION COMERCIAL LTDA - EPP"
2299,000,"BRASFIO INDUSTRIA E COMERCIO NORDESTE S/A.","BRASFIO"
2300,000,"ABT COMERCIAL ELÉTRICA LTDA."," ABT COMERCIAL ELÉTRICA"
2301,000,"AGROMETAL COMERCIAL DE FERRAGENS LTDA","AGROMETAL"
2303,000,"GUZZI INDUSTRIA E COMERCIO DE APAR ELETRICOS LTDA","GUZZI - FORUSI"
2304,000,"ELECON INDÚSTRIA E COMÉRCIO LTDA.","ELECON"
2305,000,"HAI BRASIL COMERCIO DE VARIEDADES LTDA","HAI BRASIL COMERCIO DE VARIEDADES LTDA"
2306,000,"SNJ INDÚSTRIA DE MATERIAIS ELÉTRICOS E ELETRÔNICOS LTDA","SNJ"
2322,000,"CONDUSPAR CONDUTORES ELETRICOS LTDA","CONDUSPAR"
2333,000,"GMP SUPRIMENTOS GERAIS EIRELI","GMP SUPRIMENTOS INDUSTRIAIS"
2324,000,"ACTIFIX DISTRIBUIDORA DE PEÇAS PARA FIXAÇÃO LTDA","ACTIFIX DISTRIBUIDORA DE PEÇAS PARA FIXAÇÃO LTDA"
2347,000,"A. G. DA COSTA INFORMATICA","A.G.C. COMERCIAL E INFORMATICA"
2325,000,"DARLEY ANDERSON DA SILVA VENTILACAO ME","DARLEY ANDERSON DA SILVA VENTILACAO ME"
2326,000,"KLEBER NOGUEIRA DA SILVA - ME","K N STUDIO"
2334,000,"FORTBRAS AUTOPECAS S.A.","ANTIGA PEGASUS"
2307,000,"PREMIUM COMERCIO E SOLUÇOES EM IMPRESSÃO EIRELI","PREMIUM COMERCIO E SOLUÇOES EM IMPRESSÃO EIRELI"
2308,000,"CASA DO AUTO ELETRICO",
2309,000,"DIEGO ELIAS ANUNCIACAO 83825533034","CARTER FOTOGRAFIA"
2310,000,"VERBIND DO BRASIL LTDA","VERBIND DO BRASIL LTDA"
2311,000,"INTERNATIONAL INDUSTRIA AUTOMOTIVA DA AMERICA DO SUL LTDA","MWM GERADORES"
2312,000,"CARINDA","CARINDA"
2419,000,"SCHNEIDER ELECTRIC IT BRASIL INDÚSTRIA E COMÉRCIO DE EQUIPAM","SCHNEIDER ELECTRIC ITB"
2313,000,"TECNO-FLEX INDÚSTRIA E COMÉRCIO LTDA","TECNO-FLEX"
2336,000,"PLA MÁQUINAS PULVERIZADORAS E FERTILIZANTES S/A","PLA DO BRASIL"
2337,000,"HTC IND. COM. DE CONECTORES LTDA EPP","ITC CONECTORES"
2339,000,"JRG SATURNO COMERCIAL LTDA ME","JRG SATURNO COMERCIAL LTDA ME"
2338,000,"METALÚRGICA USIMETAL LTDA","METALÚRGICA USIMETAL LTDA"
2341,000,"RENAULT DO BRASIL S.A",
2362,000,"SUPERBOLHAS","SUPERBOLHAS"
2342,000,"ATRIO HOTÉIS S/A","IBIS CAXIAS DO SUL"
2343,000,"NOVA FONTE-COMERCIO DE INFORMATICA E INDUSTRIA LTDA","NOVA FONTE COMERCIO DE INFORMATICA E INDUSTRIA LTDA"
2345,000,"AMS COMPONENTES",
2315,000,"BASSO & SILVA - LOCACAO DE BENS MOVEIS LTDA","BASSO & SILVA - LOCACAO DE BENS MOVEIS LTDA"
2344,000,"EVOLUSOM COMERCIAL LTDA","EVOLUSOM"
2348,000,"SUPER BOLHAS",
2349,000,"DEKFUSE",
2316,000,"CENTERCORE COMERCIO DE PRODUTOS MEDICOS EIRELI","CENTERCORE"
2350,000,"SAFTTY ELETRONICS TECHNOLOGY",
2351,000,"NEXT SHOP INFORMATICA EIRELI","NEXT INFORMATICA"
2354,000,"MAIS VANTAGENS COMERCIO DE PRESENTES E PRODUTOS DE USO PESSO",
2352,000,"INTELLI","INTELLI"
2353,000,"COMERCIAL PIRA FITAS SÃO JUDAS TADEU EIRELI","PIRAFITAS"
2355,000,"MONKEY BUSINESS BR COMERCIO E IMPORTACAO EIRELI","MONKEY BUSINESS BR"
2356,000,"EXPANSOR COMERCIO DE ELETRONICOS EIRELI","EXPANSOR COMERCIO DE ELETRONICOS EIRELI"
2358,000,"RS PELLIN FERRAMENTARIA","RSCRIMP"
2357,000,"PRECIBOR",
2360,000,"GIOVENZANA DO BRASIL COMERCIO DE PRODUTOS ELETROMECANICOS LT",
2359,000,"RM COMERCIO DE MAQUINAS E FERRAMENTAS LTDA",
2361,000,"ACAO SERVICOS TERCEIRIZADOS LTDA","ACAO"
2363,000,"ALPLAN COMERCIO DE CORREIAS LTDA","ALPLAN COMERCIO DE CORREIAS LTDA"
2365,000,"FELIPE PIRES BUDIN",
2364,000,"SECRETARIA DO TESOURO NACIONAL","GRU"
2376,000,"AFT QUIMICA","FT QUIMICA"
2379,000,"UNIDÃO TRANSPORTES E LOGÍSTICA LTDA.","UNIDÃO TRANSPORTES E LOGÍSTICA LTDA."
2380,000,"GCABE ELECTRIC CONDUCTORS CABOS ESPECIAIS LTDA","NEWCOM CABOS E CONDUTORES ELETRICOS LTDA (COFIBAM)"
2381,000,"GTS DO BRASIL LTDA","GTS DO BRASIL (MATRIZ)"
2382,000,"GTS DO BRASIL LTDA","GTS DO BRASIL - (UNIDADE II)"
2377,000,"CARGA MAXIMA TRANSPORTES LTDA.",
2378,000,"ASTRO DISTRIBUIDORA EIRELI","ASTRO"
2366,000,"FRIGELAR COMERCIO E INDUSTRIA LTDA","FRIGELAR COMERCIO E INDUSTRIA LTDA"
2367,000,"CINTIA DE ALMEIDA IZOLAN DA ROSA","ESCRITEL"
2368,000,"LEANDRO ROISENBERG","LR INFORMATICA E REPRESENTACOES"
2369,000,"ZETEC COMERCIO ELETRONICO EIRELI",
2327,000,"GABRIEL DA SILVA BRASIL 01366900090","ART STAMP"
2329,000,"PAK HUNG ENTERPRISES LTD.","PAK HUNG ENTERPRISES LTD."
2330,000,"STE MANUTENCAO EM IMPRESSORAS LTDA","STELMACH IMPRESSORAS"
2331,000,"ALEXANDRE DE ANDRADE JUNIOR","BUILTRADE"
2383,000,"KAT MEKATRONIK","KAT MEKATRONIK"
2384,000,"BTS INFORMA FEIRAS EVENTOS E EDITORA LTDA","BTS INFORMA FEIRAS EVENTOS E EDITORA LTDA"
2370,000,"ASSOCIACAO COMERCIAL, INDUSTRIAL E DE SERVICOS DE GUAIBA",
2371,000,"DICA COMERCIO E REPRESENTACAO DE MATERIAIS PROMOCIONAIS LTDA",
2372,000,"123 COMPROU MATRIZ",""
2373,000,"JOAO DOS SANTOS LESSA NETO 01619103001","JOAO LESSA DESIGN GRAFICO"
2374,000,"DESPACHANTE BETH & ELAINE LTDA",
2375,000,"JCB DO BRASIL LTDA","JCB DO BRASIL"
2385,000,"FRANCISCO EDUARDO  ENGROFF QUINTILIANO",
2386,000,"UNITY BRINDES LTDA-ME","UNITY BRINDES"
2387,000,"L&L LOCAÇÕES E EVENTOS","ELANO TENDAS E COBERTURAS"
2388,000,"SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E P/ CONSTRUÇÃO","SAINT-GOBAIN"
2389,000,"MOLD PLAST INDÚSTRIA E COMÉRCIO DE PLÁSTICO E MOLDES LTDA.","MOLDTECH"
2390,000,"LTM INDÚSTRIA E COMÉRCIO DE CHICOTES ELÉTRICOS LTDA","LTM"
2391,000,"M R CARGAS E ENCOMENDAS LTDA","VÉSPER CARGAS EXPRESSAS"
2392,000,"COMERCIAL DE PEÇAS E FERROS WW LTDA","COMERCIAL DE PEÇAS E FERROS WW LTDA"
2393,000,"CUTELARIA D'AVILA INDUSTRIA E COMERCIO LTDA","CUTELARIA D'AVILA"
2397,000,"CLAUDIA VIEIRA FERREIRA - ME","CLAUDIA VIEIRA FERREIRA - ME"
2399,000,"SCHNEIDER ELECTRIC AUSTRALIA PTY LTD","SCHNEIDER ELECTRIC AUSTRALIA PTY LTD"
2398,000,"BRASPRESS TRANSPORTES URGENTES LTDA","BRASPRESS"
2400,000,"DUN & BRADSTREET DO BRASIL LTDA",
2394,000,"CAPPELLETTI COM. E LOC. DE FERRAMENTAS","GOL FERRAMENTAS"
2404,000,"THIAGO COLOMBO DA SILVA 01815682094","TC SOLUCOES EM GESSO E DIVISORIAS"
2405,000,"TTINC","TTINC"
2395,000,"SULMODULOS DISTRIBUIDORA DE SISTEMAS CONSTRUTIVOS LTDA","SULMODULOS"
2401,000,"ARTE & DESIGN COMUNICACAO VIRTUAL LTDA","CLUBE DE MÍDIA"
2402,000,"TECNOPAR TECNOLOGIA EM AUTOMACOES LTDA","PRO4CE"
2403,000,"GAVETEIRO COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",
2406,000,"GIOVENZANA DO BRASIL COMERCIO DE PRODUTOS ELETROMECANICOS LT","GIOVENZANA DO BRASIL"
2407,000,"IVAN PIRES SCHNITZER 76457958087",
2408,000,"ALFATRONIC AUTOMACAO LTDA.","ALFATRONIC AUTOMACAO"
2409,000,"MERCADOPAGO.COM REPRESENTAÇÕES LTDA",
2410,000,"EATON ELECTRICAL","EATON ELECTRICAL"
2414,000,"TOKIO MARINE SEGURADORA S.A.","TOKIO MARINE SEGURADORA S.A."
2411,000,"NWT COMERCIAL E IMPORTADORA LTDA","LITTEL FUSE"
2412,000,"REYMASTER MATERIAIS ELÉTRICOS","REYMASTER"
2417,000,"GABRIEL LUMERTZ DA SILVA",
2413,000,"NWT COMERCIAL E IMPORTADORA LTDA",
2420,000,"RAFIZA ELETRICA INDUSTRIAL LTDA",
2418,000,"BELLATRIX COMPONENTES ELETRO-ELETRÔNICOS LTDA - ME",
2421,000,"HAYAMAX DISTRIBUIDORA DE PRODUTOS ELETRONICOS LTDA","MUNDOMAX"
2422,000,"SORETTO",
2415,000,"ELEVITTÁ ELEVADORES","ELEVITTÁ ELEVADORES"
2416,000,"BIOCLEAN-COMERCIO E INDUSTRIA DE PRODUTOS DE LIMPEZA LTDA","ECOLAV"
2424,000,"BRINGER DO BRASIL AG. DE CARGAS","BRIX"
2425,000,"SIMILAR TECNOLOGIA E AUTOMAÇÃO",
2426,000,"SIMILAR TECNOLOGIA E AUTOMACAO LTDA","SIMILAR"
